call_id,caller,callee,start_time,duration_sec,cell_id
CALL-0059,+91 90000 00901,+91 90000 00103,2025-06-21 20:00:00,141,TWR-A-02
CALL-0010,+91 90000 00105,+91 90000 00104,2025-06-21 21:06:00,717,TWR-A-01
CALL-0040,+91 90000 00303,+91 90000 00301,2025-06-23 11:28:00,596,TWR-C-01
CALL-0052,+91 90000 00303,+91 90000 00302,2025-06-23 15:52:00,815,TWR-C-01
CALL-0011,+91 90000 00103,+91 90000 00105,2025-06-24 11:55:00,506,TWR-A-01
CALL-0066,+91 90000 00901,+91 90000 00301,2025-06-25 12:00:00,244,TWR-A-02
CALL-0031,+91 90000 00201,+91 90000 00203,2025-06-26 11:28:00,594,TWR-B-01
CALL-0017,+91 90000 00102,+91 90000 00103,2025-06-26 20:32:00,34,TWR-A-01
CALL-0024,+91 90000 00202,+91 90000 00203,2025-06-27 11:39:00,886,TWR-B-01
CALL-0054,+91 90000 00301,+91 90000 00302,2025-06-27 21:38:00,683,TWR-C-01
CALL-0020,+91 90000 00203,+91 90000 00201,2025-06-28 10:34:00,156,TWR-B-01
CALL-0022,+91 90000 00201,+91 90000 00203,2025-06-28 13:02:00,675,TWR-B-01
CALL-0057,+91 90000 00901,+91 90000 00101,2025-06-28 15:00:00,182,TWR-A-02
CALL-0061,+91 90000 00901,+91 90000 00202,2025-06-29 19:00:00,379,TWR-A-02
CALL-0037,+91 90000 00303,+91 90000 00302,2025-06-30 14:46:00,559,TWR-C-01
CALL-0002,+91 90000 00102,+91 90000 00104,2025-06-30 16:16:00,159,TWR-A-01
CALL-0055,+91 90000 00901,+91 90000 00101,2025-07-01 21:00:00,52,TWR-A-02
CALL-0070,+91 90000 00901,+91 90000 00201,2025-07-02 21:00:00,84,TWR-A-02
CALL-0071,+91 90000 00901,+91 90000 00201,2025-07-02 21:09:00,71,TWR-A-02
CALL-0072,+91 90000 00901,+91 90000 00201,2025-07-02 21:18:00,87,TWR-A-02
CALL-0073,+91 90000 00901,+91 90000 00201,2025-07-02 21:27:00,75,TWR-A-02
CALL-0074,+91 90000 00901,+91 90000 00201,2025-07-02 21:36:00,25,TWR-A-02
CALL-0075,+91 90000 00901,+91 90000 00201,2025-07-02 21:45:00,87,TWR-A-02
CALL-0076,+91 90000 00901,+91 90000 00201,2025-07-02 21:54:00,49,TWR-A-02
CALL-0077,+91 90000 00901,+91 90000 00201,2025-07-02 22:03:00,84,TWR-A-02
CALL-0078,+91 90000 00901,+91 90000 00201,2025-07-02 22:12:00,40,TWR-A-02
CALL-0079,+91 90000 00901,+91 90000 00201,2025-07-02 22:21:00,22,TWR-A-02
CALL-0080,+91 90000 00901,+91 90000 00201,2025-07-02 22:30:00,62,TWR-A-02
CALL-0081,+91 90000 00901,+91 90000 00201,2025-07-02 22:39:00,68,TWR-A-02
CALL-0012,+91 90000 00105,+91 90000 00103,2025-07-03 12:45:00,529,TWR-A-01
CALL-0053,+91 90000 00303,+91 90000 00301,2025-07-04 15:54:00,288,TWR-C-01
CALL-0014,+91 90000 00105,+91 90000 00102,2025-07-06 09:44:00,827,TWR-A-01
CALL-0013,+91 90000 00103,+91 90000 00101,2025-07-06 10:20:00,272,TWR-A-01
CALL-0033,+91 90000 00201,+91 90000 00203,2025-07-06 15:24:00,627,TWR-B-01
CALL-0065,+91 90000 00901,+91 90000 00301,2025-07-08 09:00:00,127,TWR-A-02
CALL-0068,+91 90000 00901,+91 90000 00302,2025-07-08 09:00:00,241,TWR-A-02
CALL-0069,+91 90000 00901,+91 90000 00302,2025-07-08 18:00:00,215,TWR-A-02
CALL-0005,+91 90000 00105,+91 90000 00103,2025-07-09 09:26:00,791,TWR-A-01
CALL-0041,+91 90000 00302,+91 90000 00303,2025-07-09 09:44:00,139,TWR-C-01
CALL-0018,+91 90000 00105,+91 90000 00102,2025-07-09 14:39:00,43,TWR-A-01
CALL-0050,+91 90000 00301,+91 90000 00302,2025-07-09 18:38:00,715,TWR-C-01
CALL-0009,+91 90000 00101,+91 90000 00102,2025-07-10 11:35:00,696,TWR-A-01
CALL-0062,+91 90000 00901,+91 90000 00202,2025-07-10 14:00:00,311,TWR-A-02
CALL-0036,+91 90000 00203,+91 90000 00202,2025-07-11 09:19:00,896,TWR-B-01
CALL-0058,+91 90000 00901,+91 90000 00103,2025-07-11 11:00:00,51,TWR-A-02
CALL-0046,+91 90000 00302,+91 90000 00303,2025-07-11 21:12:00,307,TWR-C-01
CALL-0003,+91 90000 00105,+91 90000 00103,2025-07-12 10:27:00,406,TWR-A-01
CALL-0045,+91 90000 00302,+91 90000 00303,2025-07-12 17:18:00,28,TWR-C-01
CALL-0035,+91 90000 00203,+91 90000 00202,2025-07-14 20:51:00,230,TWR-B-01
CALL-0027,+91 90000 00203,+91 90000 00205,2025-07-15 09:44:00,472,TWR-B-01
CALL-0056,+91 90000 00901,+91 90000 00101,2025-07-15 12:00:00,168,TWR-A-02
CALL-0060,+91 90000 00901,+91 90000 00103,2025-07-15 12:00:00,250,TWR-A-02
CALL-0007,+91 90000 00103,+91 90000 00101,2025-07-15 12:48:00,598,TWR-A-01
CALL-0028,+91 90000 00201,+91 90000 00203,2025-07-15 19:22:00,571,TWR-B-01
CALL-0015,+91 90000 00103,+91 90000 00104,2025-07-15 20:29:00,389,TWR-A-01
CALL-0030,+91 90000 00203,+91 90000 00202,2025-07-16 18:23:00,32,TWR-B-01
CALL-0032,+91 90000 00201,+91 90000 00203,2025-07-16 20:38:00,854,TWR-B-01
CALL-0067,+91 90000 00901,+91 90000 00302,2025-07-17 16:00:00,313,TWR-A-02
CALL-0047,+91 90000 00301,+91 90000 00303,2025-07-17 20:10:00,792,TWR-C-01
CALL-0019,+91 90000 00202,+91 90000 00203,2025-07-18 09:47:00,225,TWR-B-01
CALL-0064,+91 90000 00901,+91 90000 00301,2025-07-18 20:00:00,119,TWR-A-02
CALL-0004,+91 90000 00101,+91 90000 00104,2025-07-19 17:46:00,762,TWR-A-01
CALL-0042,+91 90000 00301,+91 90000 00303,2025-07-19 19:37:00,200,TWR-C-01
